source_file,page,section,source_table_id,row_in_table,column_count,state_context,first_cell,cells_json
all_tables.pdf,1,I_principaes_condicoes_technicas,tbl-4.md,2,4,Ceará,Dr Audalio Costa,"[""Dr Audalio Costa"", ""Crato"", ""—"", ""1920""]"
all_tables.pdf,1,I_principaes_condicoes_technicas,tbl-4.md,3,4,Ceará,Empresa Electrica de Maranguape,"[""Empresa Electrica de Maranguape"", ""Maranguape"", ""—"", ""1917""]"
all_tables.pdf,1,I_principaes_condicoes_technicas,tbl-5.md,1,4,Districto Federal,Société Anonyme du Gaz de Rio de Janeiro,"[""Société Anonyme du Gaz de Rio de Janeiro"", ""Capital Federal"", ""—"", ""1914""]"
all_tables.pdf,2,I_principaes_condicoes_technicas,tbl-6.md,1,13,,Natureza da força geradora de energia electrica,"[""Natureza da força geradora de energia electrica"", ""MOTORES PRIMARIOS MOTBURS PRIMAIRES"", """", """", ""EXTENSÃO DAS LINHAS Kilometros EXTENSION DBA LINHAS Kilomètres"", """", ""VOLTAGEM VOLTAGE"", """", ""Natureza da corrente Nature du courant"", ""Numero de phases"", ""Numero de cyclos"", ""Numero de estações transformadoras"", ""Pessoal em serviço""]"
all_tables.pdf,2,I_principaes_condicoes_technicas,tbl-6.md,2,13,,,"["""", ""Tipo do apparelho Type de l'appareil"", ""Numero Nombre"", ""Potencia Force H.P."", ""de transmissão de transmission"", ""de distribuição de distribution"", ""de transmissão de transmission"", ""de distribuição de distribution"", """", ""Nombre de phases"", ""Nombre de cycles"", ""Nombre de stances transformatrices"", ""Personnel en service""]"
all_tables.pdf,2,I_principaes_condicoes_technicas,tbl-7.md,1,13,Alagoas,Thermica...,"[""Thermica..."", ""M. V."", ""3"", ""810"", ""-"", ""-"", ""-"", ""2.000"", ""Continua..."", ""-"", ""-"", ""-"", ""-""]"
all_tables.pdf,2,I_principaes_condicoes_technicas,tbl-7.md,2,13,Alagoas,,"["""", ""C. I."", ""2"", ""480"", """", """", """", ""220"", ""Alternativa..."", ""3"", ""100"", ""-"", """"]"
all_tables.pdf,2,I_principaes_condicoes_technicas,tbl-7.md,3,13,Alagoas,,"["""", """", """", """", """", """", """", ""110"", ""Continua..."", ""-"", ""-"", ""-"", """"]"
all_tables.pdf,2,I_principaes_condicoes_technicas,tbl-7.md,4,13,Alagoas,Thermica...,"[""Thermica..."", ""M. V."", ""1"", ""125"", ""-"", ""7"", ""-"", ""110"", ""Continua..."", ""-"", ""-"", ""-"", ""5""]"
all_tables.pdf,2,I_principaes_condicoes_technicas,tbl-7.md,5,13,Alagoas,Thermica...,"[""Thermica..."", ""M. V."", ""1"", ""20"", ""-"", ""15"", ""-"", ""110"", ""Continua..."", ""-"", ""-"", ""-"", ""3""]"
all_tables.pdf,2,I_principaes_condicoes_technicas,tbl-7.md,6,13,Alagoas,Thermica...,"[""Thermica..."", ""C. I."", ""1"", ""36"", ""-"", ""-"", ""-"", ""110"", ""Continua..."", ""-"", ""-"", ""-"", ""3""]"
all_tables.pdf,2,I_principaes_condicoes_technicas,tbl-8.md,1,13,Amazonas,Thermica...,"[""Thermica..."", ""M. V."", ""1"", ""12"", ""-"", ""2"", ""-"", ""220"", ""Continua..."", ""-"", ""-"", ""-"", ""5""]"
all_tables.pdf,2,I_principaes_condicoes_technicas,tbl-8.md,2,13,Amazonas,Thermica...,"[""Thermica..."", ""M. V."", ""4"", ""2.000"", ""-"", ""-"", ""-"", ""550"", ""Continua..."", ""-"", ""-"", ""-"", ""-""]"
all_tables.pdf,2,I_principaes_condicoes_technicas,tbl-8.md,3,13,Amazonas,Thermica...,"[""Thermica..."", ""M. V."", ""3"", ""370"", ""-"", ""13"", ""-"", ""220"", ""Alternativa..."", ""3"", ""60"", ""-"", ""9""]"
all_tables.pdf,2,I_principaes_condicoes_technicas,tbl-9.md,1,13,Bahia,Thermica...,"[""Thermica..."", ""M. V."", ""1"", ""21"", ""-"", ""1"", ""-"", ""125"", ""Continua..."", ""-"", ""-"", ""-"", ""4""]"
all_tables.pdf,2,I_principaes_condicoes_technicas,tbl-9.md,2,13,Bahia,Hydraulica...,"[""Hydraulica..."", ""T. H."", ""3"", ""15.600"", ""110"", ""-"", ""44.000"", ""110"", ""Alternativa..."", ""3"", ""60"", ""1"", ""30""]"
all_tables.pdf,2,I_principaes_condicoes_technicas,tbl-9.md,3,13,Bahia,Thermica...,"[""Thermica..."", ""C. I."", ""1"", ""20"", ""-"", ""1"", ""-"", ""230"", ""Alternativa..."", ""3"", ""50"", ""-"", ""1""]"
all_tables.pdf,2,I_principaes_condicoes_technicas,tbl-9.md,4,13,Bahia,Hydraulica...,"[""Hydraulica..."", ""T. H."", ""3"", ""900"", ""59"", ""9"", ""21.500"", ""220"", ""Alternativa..."", ""3"", ""50"", ""1"", ""32""]"
all_tables.pdf,2,I_principaes_condicoes_technicas,tbl-9.md,5,13,Bahia,,"["""", """", """", """", """", """", """", ""120"", """", """", """", """", """"]"
all_tables.pdf,2,I_principaes_condicoes_technicas,tbl-9.md,6,13,Bahia,Thermica...,"[""Thermica..."", ""C. I."", ""2"", ""110"", ""-"", ""20"", ""-"", ""110"", ""Alternativa..."", ""3"", ""60"", ""-"", ""5""]"
all_tables.pdf,2,I_principaes_condicoes_technicas,tbl-9.md,7,13,Bahia,Thermica...,"[""Thermica..."", ""C. I."", ""7"", ""2.616"", ""-"", ""120"", ""3.300"", ""380"", ""Continua..."", ""-"", ""-"", ""-"", ""-""]"
all_tables.pdf,2,I_principaes_condicoes_technicas,tbl-9.md,8,13,Bahia,,"["""", """", """", """", """", """", """", ""220"", ""Alternativa..."", ""3"", ""50"", ""-"", """"]"
all_tables.pdf,2,I_principaes_condicoes_technicas,tbl-9.md,9,13,Bahia,Thermica...,"[""Thermica..."", ""M. V."", ""4"", ""4.700"", ""2"", ""-"", ""11.000"", ""220"", ""Alternativa..."", ""3"", ""50"", ""-"", ""6""]"
all_tables.pdf,2,I_principaes_condicoes_technicas,tbl-9.md,10,13,Bahia,Hydraulica...,"[""Hydraulica..."", ""T. H."", ""1"", ""100"", ""5"", ""-"", ""220"", ""220"", ""Alternativa..."", ""3"", ""50"", ""-"", ""-""]"
all_tables.pdf,2,I_principaes_condicoes_technicas,tbl-10.md,1,13,Ceará,Thermica...,"[""Thermica..."", ""C. I."", ""1"", ""15"", ""-"", ""1"", ""-"", ""110"", ""Continua..."", ""-"", ""-"", ""-"", ""1""]"
all_tables.pdf,2,I_principaes_condicoes_technicas,tbl-10.md,2,13,Ceará,Thermica...,"[""Thermica..."", ""M. V."", ""1"", ""75"", ""-"", ""5"", ""-"", ""220"", ""Continua..."", ""-"", ""-"", ""-"", ""6""]"
all_tables.pdf,2,I_principaes_condicoes_technicas,tbl-10.md,3,13,Ceará,Thermica...,"[""Thermica..."", ""M. V."", ""1"", ""25"", ""-"", ""2"", ""-"", ""220"", ""Continua..."", ""-"", ""-"", ""-"", ""6""]"
all_tables.pdf,2,I_principaes_condicoes_technicas,tbl-11.md,1,13,Districto Federal,Thermica...,"[""Thermica..."", ""M. V."", ""10"", ""30.070"", ""-"", ""7.474"", ""-"", ""216"", ""Alternativa..."", ""3"", ""50"", ""-"", ""-""]"
all_tables.pdf,3,I_principaes_condicoes_technicas,tbl-12.md,1,4,,DENOMINAÇÃO DAS EMPRESAS DÉNOMINATION DES ENTREPRISES,"[""DENOMINAÇÃO DAS EMPRESAS DÉNOMINATION DES ENTREPRISES"", ""MUNICIPIOS MUNICIPES"", ""DENOMINAÇÃO DAS USINAS DÉNOMINATION DES USINES"", ""Anno da instalação Année de l'installation""]"
all_tables.pdf,3,I_principaes_condicoes_technicas,tbl-13.md,1,4,Espírito Santo,"Comp. Força e Luz, Limit, de Affonso Claudio","[""Comp. Força e Luz, Limit, de Affonso Claudio"", ""Affonso Claudio"", ""Barra do Rio do Peixe"", ""1920""]"
all_tables.pdf,3,I_principaes_condicoes_technicas,tbl-13.md,2,4,Espírito Santo,Empresa Força e Luz Alegre-Veado,"[""Empresa Força e Luz Alegre-Veado"", ""Alegre"", ""—"", ""1919""]"
all_tables.pdf,3,I_principaes_condicoes_technicas,tbl-13.md,3,4,Espírito Santo,André Carloni,"[""André Carloni"", ""Cachoeiro de Santa Leopoldina"", ""—"", ""1918""]"
all_tables.pdf,3,I_principaes_condicoes_technicas,tbl-13.md,4,4,Espírito Santo,Comp. Serviços Reunidos do Itapemirim,"[""Comp. Serviços Reunidos do Itapemirim"", ""Cachoeiro do Itapemirim"", ""Fructeiras"", ""1910""]"
all_tables.pdf,3,I_principaes_condicoes_technicas,tbl-13.md,5,4,Espírito Santo,Municipalidade de Cachoeiro do Itapemirim,"[""Municipalidade de Cachoeiro do Itapemirim"", ""Cachoeiro do Itapemirim"", ""Ilha da Luz"", ""1903""]"
all_tables.pdf,3,I_principaes_condicoes_technicas,tbl-13.md,6,4,Espírito Santo,De Biase & Companhia,"[""De Biase & Companhia"", ""Espírito Santo do Rio Pardo"", ""—"", ""1915""]"
all_tables.pdf,3,I_principaes_condicoes_technicas,tbl-13.md,7,4,Espírito Santo,"Duarte, Beiriz & Companhia","[""Duarte, Beiriz & Companhia"", ""Piúma"", ""Pedra d'Agua"", ""1916""]"
all_tables.pdf,3,I_principaes_condicoes_technicas,tbl-13.md,8,4,Espírito Santo,Governo do Estado do Espírito Santo,"[""Governo do Estado do Espírito Santo"", ""Santa Isabel"", ""Jucú"", ""1910""]"
all_tables.pdf,3,I_principaes_condicoes_technicas,tbl-13.md,9,4,Espírito Santo,Sociedade Anonyma de Melhoramentos,"[""Sociedade Anonyma de Melhoramentos"", ""Santa Thereza"", ""Santa Thereza"", ""1918""]"
all_tables.pdf,3,I_principaes_condicoes_technicas,tbl-13.md,10,4,Espírito Santo,Empresa de Electricidade São Matheus,"[""Empresa de Electricidade São Matheus"", ""São Matheus"", ""São Matheus"", ""1916""]"
all_tables.pdf,3,I_principaes_condicoes_technicas,tbl-13.md,11,4,Espírito Santo,Companhia de Electricidade Muquy do Sul,"[""Companhia de Electricidade Muquy do Sul"", ""São Pedro do Itabapoana"", ""Apparecida"", ""1918""]"
all_tables.pdf,3,I_principaes_condicoes_technicas,tbl-14.md,1,4,Goyaz,"Guedes, Ratto & Companhia","[""Guedes, Ratto & Companhia"", ""Goyas"", ""Santa Therezinha"", ""1920""]"
all_tables.pdf,3,I_principaes_condicoes_technicas,tbl-15.md,1,4,Maranhão,Fabrica Santa Emygdia,"[""Fabrica Santa Emygdia"", ""Pedreiras"", ""—"", ""1920""]"
all_tables.pdf,3,I_principaes_condicoes_technicas,tbl-15.md,2,4,Maranhão,South American and General Syndicate,"[""South American and General Syndicate"", ""São Luiz"", ""—"", ""1917""]"
all_tables.pdf,3,I_principaes_condicoes_technicas,tbl-16.md,1,4,Matto Grosso,Empresa Luz e Força de Aquidauana,"[""Empresa Luz e Força de Aquidauana"", ""Aquidauana"", ""—"", ""1920""]"
all_tables.pdf,3,I_principaes_condicoes_technicas,tbl-16.md,2,4,Matto Grosso,"Companhia Mattogrossense de Electricidade, Limitada","[""Companhia Mattogrossense de Electricidade, Limitada"", ""Campo Grande"", ""—"", ""1918""]"
all_tables.pdf,3,I_principaes_condicoes_technicas,tbl-16.md,3,4,Matto Grosso,Companhia de Electricidade de Corumbá,"[""Companhia de Electricidade de Corumbá"", ""Corumbá"", ""—"", ""1912""]"
all_tables.pdf,3,I_principaes_condicoes_technicas,tbl-16.md,4,4,Matto Grosso,João Pedro Dias,"[""João Pedro Dias"", ""Cuyabá"", ""Cuyabá"", ""1919""]"
all_tables.pdf,3,I_principaes_condicoes_technicas,tbl-16.md,5,4,Matto Grosso,Municipalidade de Miranda,"[""Municipalidade de Miranda"", ""Miranda"", ""Municipal"", ""1919""]"
all_tables.pdf,4,I_principaes_condicoes_technicas,tbl-17.md,1,13,,Natureza da força geradora de energia electrica,"[""Natureza da força geradora de energia electrica"", ""MOTORES PRIMARIOS MOTEURS PRIMAIRES"", """", """", ""EXT INFÃO DAS LINHAS Kilometros EXTENSION DES LINHES Kilomètres"", """", ""VOLTAGEM VOLTAGE"", """", ""Natureza da corrente Nature du courant"", ""Numero de phases"", ""Numero de cycles"", ""Numero de estações transfor-madoras"", ""Pessoal em serviço""]"
all_tables.pdf,4,I_principaes_condicoes_technicas,tbl-17.md,2,13,,,"["""", ""Type de apparicho Type de l'appa-reil"", ""Numero Nombre"", ""Potença Force H. P."", ""de trans-missão de trans-mission"", ""de distribuição de distri-bution"", ""de trans-missão de trans-mission"", ""de distribuição de distri-bution"", """", """", """", """", """"]"
all_tables.pdf,4,I_principaes_condicoes_technicas,tbl-18.md,1,13,Espírito Santo,Hydraulica...,"[""Hydraulica..."", ""R. A."", ""1"", ""20"", ""2"", ""3"", ""2.200"", ""220 110"", ""Alternativa..."", ""3"", ""50"", ""-"", ""3""]"
all_tables.pdf,4,I_principaes_condicoes_technicas,tbl-18.md,2,13,Espírito Santo,Hydraulica...,"[""Hydraulica..."", ""T. H."", ""2"", ""300"", ""20"", ""12"", ""6.600"", ""220"", ""Alternativa..."", ""3"", ""60"", ""-"", ""8""]"
all_tables.pdf,4,I_principaes_condicoes_technicas,tbl-18.md,3,13,Espírito Santo,Hydraulica...,"[""Hydraulica..."", ""T. H."", ""1"", ""120"", ""1"", ""4"", ""2.300"", ""220 110"", ""Alternativa..."", ""3"", ""50"", ""1"", ""3""]"
all_tables.pdf,4,I_principaes_condicoes_technicas,tbl-18.md,4,13,Espírito Santo,Hydraulica...,"[""Hydraulica..."", ""R. A."", ""3"", ""4.077"", ""42"", ""-"", ""30.000"", ""3.000 220"", ""Alternativa..."", ""3"", ""50"", ""2"", ""-""]"
all_tables.pdf,4,I_principaes_condicoes_technicas,tbl-18.md,5,13,Espírito Santo,Hydraulica...,"[""Hydraulica..."", ""T. H."", ""1"", ""135"", ""4"", ""6"", ""2.500"", ""220 110"", ""Alternativa..."", ""3"", ""50"", ""-"", ""6""]"
all_tables.pdf,4,I_principaes_condicoes_technicas,tbl-18.md,6,13,Espírito Santo,Hydraulica...,"[""Hydraulica..."", ""T. H."", ""1"", ""8"", ""1"", ""1"", ""110"", ""110"", ""Continua..."", ""-"", ""-"", ""-"", ""1""]"
all_tables.pdf,4,I_principaes_condicoes_technicas,tbl-18.md,7,13,Espírito Santo,Hydraulica...,"[""Hydraulica..."", ""T. H."", ""1"", ""56"", ""6"", ""2"", ""2.000"", ""120"", ""Alternativa..."", ""3"", ""50"", ""1"", ""2""]"
all_tables.pdf,4,I_principaes_condicoes_technicas,tbl-18.md,8,13,Espírito Santo,Hydraulica...,"[""Hydraulica..."", ""T. H."", ""3"", ""2.226"", ""25"", ""32"", ""20.000"", ""2.000 220 110"", ""Alternativa..."", ""3"", ""50"", ""1"", ""-""]"
all_tables.pdf,4,I_principaes_condicoes_technicas,tbl-18.md,9,13,Espírito Santo,Hydraulica...,"[""Hydraulica..."", ""T. H."", ""1"", ""32"", ""1"", ""1"", ""220"", ""220"", ""Continua..."", ""-"", ""-"", ""-"", ""-""]"
all_tables.pdf,4,I_principaes_condicoes_technicas,tbl-18.md,10,13,Espírito Santo,Thermica...,"[""Thermica..."", ""M. V."", ""1"", ""100"", ""2"", ""2"", ""2.000"", ""120"", ""Alternativa..."", ""1"", ""50"", ""-"", ""5""]"
all_tables.pdf,4,I_principaes_condicoes_technicas,tbl-18.md,11,13,Espírito Santo,Hydraulica...,"[""Hydraulica..."", ""T. H."", ""2"", ""460"", ""31"", ""3"", ""6.600"", ""220 110"", ""Alternativa..."", ""3"", ""60"", ""2"", ""8""]"
all_tables.pdf,4,I_principaes_condicoes_technicas,tbl-19.md,1,13,Goyaz,Thermica...,"[""Thermica..."", ""M. V."", ""1"", ""100"", ""-"", ""2"", ""6.000"", ""110"", ""Alternativa..."", ""3"", ""50"", ""-"", ""10""]"
all_tables.pdf,4,I_principaes_condicoes_technicas,tbl-20.md,1,13,Maranhão,Thermica...,"[""Thermica..."", ""C. I."", ""1"", ""35"", ""-"", ""6"", ""-"", ""220"", ""Continua..."", ""-"", ""-"", ""-"", ""4""]"
all_tables.pdf,4,I_principaes_condicoes_technicas,tbl-20.md,2,13,Maranhão,Thermica...,"[""Thermica..."", ""M. V."", ""1"", ""80"", ""-"", ""2"", ""-"", ""2.200"", ""Alternativa..."", ""3"", ""50"", ""-"", ""41""]"
all_tables.pdf,4,I_principaes_condicoes_technicas,tbl-20.md,3,13,Maranhão,,"["""", ""C. I."", ""2"", ""220"", """", """", """", ""220"", """", """", """", """", """"]"
all_tables.pdf,4,I_principaes_condicoes_technicas,tbl-21.md,1,13,Matto Grosso,Thermica...,"[""Thermica..."", ""M. V."", ""1"", ""83"", ""-"", ""12"", ""-"", ""220"", ""Alternativa..."", ""3"", ""50"", ""-"", ""6""]"
all_tables.pdf,4,I_principaes_condicoes_technicas,tbl-21.md,2,13,Matto Grosso,Thermica...,"[""Thermica..."", ""M. V."", ""1"", ""120"", ""-"", ""7"", ""-"", ""220"", ""Alternativa..."", ""3"", ""60"", ""-"", ""7""]"
all_tables.pdf,4,I_principaes_condicoes_technicas,tbl-21.md,3,13,Matto Grosso,Hydraulica...,"[""Hydraulica..."", ""T. H."", ""1"", ""350"", ""9"", ""7"", ""11.000"", ""220"", ""Alternativa..."", ""3"", ""60"", ""1"", ""7""]"
all_tables.pdf,4,I_principaes_condicoes_technicas,tbl-21.md,4,13,Matto Grosso,Thermica...,"[""Thermica..."", ""M. V."", ""1"", ""400"", ""6"", ""40"", ""5.000"", ""220"", ""Alternativa..."", ""3"", ""50"", ""-"", ""16""]"
all_tables.pdf,4,I_principaes_condicoes_technicas,tbl-21.md,5,13,Matto Grosso,Thermica...,"[""Thermica..."", ""M. V."", ""1"", ""80"", ""3"", ""10"", ""2.300"", ""220"", ""Alternativa..."", ""3"", ""60"", ""-"", ""10""]"
all_tables.pdf,4,I_principaes_condicoes_technicas,tbl-21.md,6,13,Matto Grosso,Thermica...,"[""Thermica..."", ""M. V."", ""1"", ""80"", ""-"", ""4"", ""-"", ""220"", ""Alternativa..."", ""2"", ""60"", ""-"", ""4""]"
all_tables.pdf,5,I_principaes_condicoes_technicas,tbl-22.md,1,4,Matto Grosso,DENOMINAÇÃO DAS EMPRESAS DÉNOMINATION DES ENTREPRISES,"[""DENOMINAÇÃO DAS EMPRESAS DÉNOMINATION DES ENTREPRISES"", ""MUNICIPIOS MUNICIPES"", ""DENOMINAÇÃO DAS USINAS DÉNOMINATION DES USINES"", ""Anno de instalação Année de l'installation""]"
all_tables.pdf,5,I_principaes_condicoes_technicas,tbl-22.md,2,4,Matto Grosso,Municipalidade de Nioac,"[""Municipalidade de Nioac"", ""Nioac"", ""—"", ""1920""]"
all_tables.pdf,5,I_principaes_condicoes_technicas,tbl-22.md,3,4,Matto Grosso,Companhia Força e Luz de Tres Lagôas,"[""Companhia Força e Luz de Tres Lagôas"", ""Tres Lagôas"", ""—"", ""1920""]"
all_tables.pdf,5,I_principaes_condicoes_technicas,tbl-23.md,1,4,Minas Geraes,José Ernesto Komel,"[""José Ernesto Komel"", ""Abre Campo"", ""—"", ""1918""]"
all_tables.pdf,5,I_principaes_condicoes_technicas,tbl-23.md,2,4,Minas Geraes,Empresa Força e Luz de Araguary,"[""Empresa Força e Luz de Araguary"", ""Araguary"", ""Prada de Energia Eléctrica"", ""1910""]"
all_tables.pdf,5,I_principaes_condicoes_technicas,tbl-23.md,3,4,Minas Geraes,Municipalidade de Araxá,"[""Municipalidade de Araxá"", ""Araxá"", ""—"", ""1914""]"
all_tables.pdf,5,I_principaes_condicoes_technicas,tbl-23.md,4,4,Minas Geraes,Municipalidade de Barbacena,"[""Municipalidade de Barbacena"", ""Barbacena"", ""Bias Portes"", ""1917""]"
all_tables.pdf,5,I_principaes_condicoes_technicas,tbl-23.md,5,4,Minas Geraes,Sociedade Carandahyense de Electricidade,"[""Sociedade Carandahyense de Electricidade"", ""Barbacena"", ""—"", ""1917""]"
all_tables.pdf,5,I_principaes_condicoes_technicas,tbl-23.md,6,4,Minas Geraes,Companhia de Electricidade e Viação Urbana de Minas Geraes,"[""Companhia de Electricidade e Viação Urbana de Minas Geraes"", ""Bello Horizonte"", ""—"", ""1920""]"
all_tables.pdf,5,I_principaes_condicoes_technicas,tbl-23.md,7,4,Minas Geraes,,"["""", ""Ouro Preto"", ""Rio de Pedras"", ""1920""]"
all_tables.pdf,5,I_principaes_condicoes_technicas,tbl-23.md,8,4,Minas Geraes,Municipalidade de Cabo Verde,"[""Municipalidade de Cabo Verde"", ""Cabo Verde"", ""Municipal"", ""1912""]"
all_tables.pdf,5,I_principaes_condicoes_technicas,tbl-23.md,9,4,Minas Geraes,Municipalidade de Caethé,"[""Municipalidade de Caethé"", ""Caethé"", ""Funil"", ""1914""]"
all_tables.pdf,5,I_principaes_condicoes_technicas,tbl-23.md,10,4,Minas Geraes,Empresa Sul Mineira de Força e Luz,"[""Empresa Sul Mineira de Força e Luz"", ""Caldas"", ""Rio Verde"", ""1916""]"
all_tables.pdf,5,I_principaes_condicoes_technicas,tbl-23.md,11,4,Minas Geraes,"The Conquista — Xieão Gold Mines Company, Ltd","[""The Conquista — Xieão Gold Mines Company, Ltd"", ""Campanha"", ""—"", ""1914""]"
all_tables.pdf,5,I_principaes_condicoes_technicas,tbl-23.md,12,4,Minas Geraes,Municipalidade de Campo Bello,"[""Municipalidade de Campo Bello"", ""Campo Bello"", ""Municipal"", ""1913""]"
all_tables.pdf,5,I_principaes_condicoes_technicas,tbl-23.md,13,4,Minas Geraes,Empresa Força e Luz de Campos Geraes,"[""Empresa Força e Luz de Campos Geraes"", ""Campos Geraes"", ""—"", ""1918""]"
all_tables.pdf,5,I_principaes_condicoes_technicas,tbl-23.md,14,4,Minas Geraes,"Companhia Brasileira de Tramways, Luz e Força","[""Companhia Brasileira de Tramways, Luz e Força"", ""Carangola"", ""Tombos"", ""1914""]"
all_tables.pdf,5,I_principaes_condicoes_technicas,tbl-23.md,15,4,Minas Geraes,Companhia Industrial de Caratinga,"[""Companhia Industrial de Caratinga"", ""Caratinga"", ""Cachoeira do Lago"", ""1919""]"
all_tables.pdf,5,I_principaes_condicoes_technicas,tbl-23.md,16,4,Minas Geraes,S A Força e Luz de Carmo do Rio Claro,"[""S A Força e Luz de Carmo do Rio Claro"", ""Carmo do Rio Claro"", ""Santa Quiteria"", ""1916""]"
all_tables.pdf,5,I_principaes_condicoes_technicas,tbl-23.md,17,4,Minas Geraes,Municipalidade de Caxambú,"[""Municipalidade de Caxambú"", ""Caxambú"", ""Furnas"", ""1911""]"
all_tables.pdf,6,I_principaes_condicoes_technicas,tbl-24.md,1,13,,Natureza da força geradora de energia eléctrica,"[""Natureza da força geradora de energia eléctrica"", ""MOTORES PRIMARIOS MOTEURS PRIMAIRES"", """", """", ""EXTENSÃO DAS LIBRAS Kilometros EXTENSION DES LIGNES Kilométros"", """", ""VOLTAGEM VOLTAGE"", """", ""Natureza da corrente Nature du courant"", ""Numero de phases Nombre de phases"", ""Numero de cycles Nombre de cycles"", ""Numero de estações transformatórias"", ""Pessoal em serviço""]"
all_tables.pdf,6,I_principaes_condicoes_technicas,tbl-24.md,2,13,,,"["""", ""Type de apparecção Type de l'appareil"", ""Numero Nombre"", ""Potencia Force H.P."", ""de transmissão de transmission"", ""de distribuição de distribution"", ""de transmissão de transmission"", ""de distribuição de distribution"", """", """", """", """", """"]"
all_tables.pdf,6,I_principaes_condicoes_technicas,tbl-25.md,1,13,Matto Grosso,Thermica...,"[""Thermica..."", ""M. V."", ""1"", ""3"", ""—"", ""2"", ""—"", ""115"", ""Continua..."", ""—"", ""—"", ""—"", ""1""]"
all_tables.pdf,6,I_principaes_condicoes_technicas,tbl-25.md,2,13,Matto Grosso,Thermica...,"[""Thermica..."", ""M. V."", ""1"", ""200"", ""—"", ""22"", ""—"", ""2.200 220 110"", ""Alternativa..."", ""3"", ""50"", ""—"", ""?""]"
