municipio,juros,salarios,terras,transporte
Bragança,Nao.haerestinos. compradores:Braganga c Belem.,"Em trabalhador rural ganha de 25000 à 3$000 diarias; nm cozinheiro, de 30F00U 4 308009 moensaesj UMa lavadeira, de 329000 = S0F0C0 meqsacs, UM carpinteiro, de DEDO dd Lasoo diarios; administradores de fazenda de criar, de soScoo a Sopo0e mencaess escrivacs de fazenda, não ha. Os alariós são pagos vos contrachys cumpridos.",Qualidades — As,"O transporte para o mercado local custa de 3 à & reis por to conforme a distancia Para a estação de embarque, regula 20 reis por kilogramma. tai ni a A aço ES oi i a Si a, a oR ===== PAGE 27 ===== — On Breves |"
Breves,"À taxa usual ¢ de 12 bio ao anne, havendo varas transacções","mtrabalhador rural gaha de$000a3f000d1a110sm Estrnngeiros-Naoiha. cozinhcirode30fooa 5so09 monsaesuma lavadeirade 3csooo AGUASsupcrficiaesRiosiTajapruMacacs,AramamItreves,ctetodos 5soomensacs carpintciro,de 6fooo a10$0d1a110s permatentes.Nao ha lagoaspcrnanentes. adininistradores de fazenda de criar,de soscoo a S0$000 menaes ARVORESfructiferasacabeirn.huaryscros,ingazciros,ctc.produm escrivaes.defazcndanaoha.iOa.salarlossaopagos oon.contractos","Qualidades-Astcrtascmgeral saco hoas,havendopoucas CAMPoscpastos-Naoha. inferiores c pantanosastodas saoplanas.A.vcgetacao erepresentada CULTURAS-Naoha namaior partepormattasvirgens ecapoeiras,havendo poucos CoLlinlTAS-Naoha cerradoseeampos. Precos-Cista ann hectare deterra boa perteneente a particularey, CEREAEs.etc.-Nacha dc1So0 1oo caoEstadgc CANNAde asucar-Seus producton-=Lm kilo de assucnr custa ooorcis o","Otransporte para o merado localcsta de a 8 rdis por litrodeaguardente,Saco.Nao harapaduraa litro conformea distanciaPara a cstacaote cmbarqueregula COOPERATIVASLNo ha 2oreisporkilogranma. CALOR e frio- tempo mais quento comeca emJulho eo mais fresan cmMaiio. CHLwAS-Comccanem ianeiro c wao atcJunlo CONDlcOtSdesaudeda populacao-=Muitoprcearias,sendon populaeao muitoflagellaclapelopaludismo, CONrAIiLIDADENnoha CRlACAO domuniciioOsanimacs detrabalho e para consumo sa importados. Custodosnias-m boicarreirocusta17osooo. Carnes etoucinhoUm kilo de carnc de acca custasoo na hatoucinho: Manteigaequeijo-Naoha Avea-Ua gallina 0usta4$000adu21a de cvostgoo Molestias-=Commuus, CSTOdos tecidosmctro de tetido ariae5oreia5ono. FSTRADAs c pontesNaoha.existem anente trilhose veredas.smcios de conmunicachosaoosrios, EXORTAAOcimportaeo-Bortahoachaimporttodosos geners quepreuisa, ESCOLAS-Hacscolasmunicipaes,primarias. FARRICAS-NaoIa. FARINHA de mandioca e feijaoUm litro de farinha de mandioca custa 4coreicfeijode60oooreis HYPOIHECAS-NRGI HABITACopS--No reraldeseuradas. INsTRtMENIOSgricolas-Foicesanachadestereaoa onfacues"
Cametá,Não ha emprestimos.,"Otrabalhador rural ganha 3foo diariosocozinhciro.50so0 CAMPOS e pastos-Diversas qualidades de capimagreste.Naoha campos mensacsa 1avad011a0$000 tmensaesocarpinteiro4sooo diarios hervados. Nao ha administradoresncin cacrivaes defaenda.Os salarios sao CULTURAS-Cacau,seringueiras,mandioa,fumo.arrozmilho cfeiao. pagos e os.contractoscunupridos.","QualidadeaFa beas.regulares e inferiores. Sao geralnente As culturas decalu.seriugueiras.mandioca,saoas mais impor arg llosas,algumas arenosas c poucas misturadas.Sao planas.sem portalites, pedras,havendo muitos pantanos. Avegetacaoe rcpresentada por COLHElTASAs colhcitas sao beneficiadaspelos processos rudimentarcs c muita matta virgc e alguns cerrados. assim vendidas.Nao ha dados sobre as colheitas de 1ooo e ioto PrccosVariamuitoa preco das terras.sendo.conformeoutmerode CEREAES.etc.-O custo deproducgao de cada litto de.cerealajproximada Seringueiras ncllasexistentesoo pesde seringa vale deSoosooo mente30 risprccodeendae25o remcrcadocom a1:c00s000. pvador o da capital do Estado.Nao ha feiras","Fagam 5reis por kilo de borracha,atBelem CANNAdeassucar-Setsproductos=Custaumkilo de assucar5ooris rapadura.nao fabricam.Cm litro de aguardente custa Lsooo. COOPERATIVAS-Naoha. CALO e frio- tempo mais quente cemeca cm Julho c o mais fresco emlanciro. CHUVAS-Couecam cm Janeiro e vao ateJunho. CONDlCOESde saude da populaao-Fortcs ecorados. CONTABILIDADE-Naoha CRlACAOdomunicipio-Bavideos,cquidos,ovideose suideos senda os bovideos.ovidees e sudeos os nais portantes Debovideos--Commum.mesticada com a.racaturina. Déequideos-Communs. Deovideos-Commuuns. Desuideos-Conmuns. Froductos-=Carncs,conros e crias.Caniesccourossaoosmais pracurados, Custo dosanimaes-Um cavallo dc sclla custa 1sosoooa gsosoode arga150000.a25000mbu110d0se115000a2s$000 de carga,1s0$000 a 25osooooha animaeadearadouma junta"
Cachoeira,".Os criadores pagam ataxa de12a18ao anno,havendoraras COOPERATIVASNHoha transaccocs. CALOR e fria-O tempo mais quente comeca cm Julho c o mais fresco cm","O trabalhadoruralganla de2$s00a 4$00d1a110s0021nhe110 de3osoooa4osooo mensaeslavadeiracobra por pcqa,naose alugaarpintciro ganlade gsooo a 10$000 diariosum administra dordefazenda,descsooo a00$00 mcnsacsno ha cscrivaes de fazenda.Os salarios.sao pagos os contractoscumpridos",Qualidades — Às,Não ha productos agricola a transportar. Sail A vegetação é representada por mattas ===== PAGE 35 ===== a Some = = =: SS .) — Chaves
Chaves,"A taxa usualdeI2yao ammo,sendo rarasas transaccoes. MADElRASdelei-Ccdro.louro,andiroba,mauba.etc MNAS--Naoha.","diario.mensal,etc. Otrabalhador rural ganha dc 3$000 a 4$000 diariosnao ha cozinheiros a lavadeira ganha 30$000 mensaes carpinteiro 8$000 diarios o administrador defazcnda de criar bovinosde 4coso a 6coo anmuacsum cscriva defazcnda.de3oso00 a 40$000 mensacslivresOs salarios sao pagos Cos contractos",Qualidades — Existem,"A borracha paga 50 réis por Kilo para a capital, quanto aos demais tranportes nao ha dados seguros. ===== PAGE 38 ===== a al = Fe | Es 38 Er | 7 =. | Conceição de Araguaya ] Jt o, as regulares. ‘4 lores não pagam impostos. s economic"
Conceição de Araguaya,"Naoha prestamistas. COLHEITAS-Sio bencficiadaspelosprocessos rudimentares cassim vendidas MDEIRASde lei-Acaput.matta-muta,jaranapau darco,ctc Nao ha dados sobre as colhcitas.Nao cultivam cafe",Um trabalhador rural ganha de 2$000 a 3$000 diarios; não ha administradores nem escrivães de fazenda; um carpinteiro ganha de 7$000 a 10$000 diarios; não ha cosinheira ou lavadeira de aluguel.,"ou um touro,de 20$000 a 3oscouma vacca leiteirade 20$000 3osooooleite naovendido. CRIAAO-Carnes e toucinho-Um kilo decarne de vacea.de porco ou de Impostos-Tanto agricultores como.criadores nao pagam impostos. carneiro custa de 30o a 50 reis toucinho nao ha para vender. Manteiga e queijo-Nao fabricam para negocia. Amaior queixa-Os agricultores e criadores queixam-se dafalta de AvesUma gallinha custa 3$0 a 5$000a duzia dc ovos.50o a","Estrangeiros-Nao ha. 700Teis. :1 Molestias.Commins. rapeParaensetodos permanentes.Dizem existir lagoas. CUSTOdostecidos-Varia o preco de.conformidade com a qualidade,de 2$0n0 a6soooometro. ARVORESfructiferas-Abacatciros.laranjciras.copuassuseiros.pcquyseiros ESTRADAS e pontesHa apenascaminhos malfeitosedeseurados. asmelhores.fructas. EXPORTACAOcimportacao-Exportaborracha,caucho c castanhasIporta quasi tudo oque precisa peixes,farinha e fructas. ESCoLAS-Haprimarias.municipaes. FABRICAS-Naoha. Nao ha campos hervadosNos pastos ha praga chamadauuatta-pasto FARlNHAdemandioca e feijao-Olitrodefariade nnndiocacusta2oo rtis que muito osprejudicao matta-pasto uma planta leguminosa da a precodofeijhoemito variavel. altura deum mctro mais.ou menose mmltiplicando-se e crtscendo HYPoTiECASNaoha, com grnderapidez,afogandoe matando as gramineas,acabando HABITACOES-Geralmentesalubres os pastosdahi o name denatapasto CULiURASCuitivammandioca.milhofumo,eanna,ctc.sendoascaluras 1NSTRUMENTOS.agricolas-Enxadae,machados.foicesetcreados do milho c da mandioca,as ais nportantes."
Curralinho,"A taxa usual É de 12 ""ao ano, havenda poucas ErinSheÇÕOS, E | Não ha prestamistas","(9 trabalhador vural gatihw sS000 diariog; o cosmbelro pant ' Mesooe menses: as lavadeiras, qoSooa Mensnes; oO carpinteiro, N8oco dinrion; não hacadministradores, nem escrivães de fazenda. 4 (Ok","AGRICULTORES-Condicoes economicas,geralmente precarias Impostos=Osagricultores nao pagam impostosnao ha criadores, pcdregosas.Avegetacao e representada pormagnificasmattas Os extractores de borracha pagam o inuposto de exportacao virgens,algumas capociras e cerrados e hellos campos de criar. Amaiorqueixa-Faltadebracos. Extrangeiros-Naoha. devoluitas rloEstado AGUASsuperficiaes-RiosCanaticu.Piria MutuacaaGuajaratodos perma nentes.Nao ha lagoas pcrmanentes. NOTA ARVORDSfructiferasMangueiras.banancirasgoialeiras,assahyscirosetc todasdandoboasfructas. ALIMENEACAO da populacao-Alimenta-se ae carnc frescade gadovaceum Eis o caminho para os generos chegarem a Coneeicao de Araguaya.partindo peixes,xarqucmariscosefarinha d'agua de Belem ou vive-versa-de Belamate Alcobaca, os generos saotransportados CAMPOS c pastos-Ha poucos campos,nosquaes crescema canarana co por vapores-gaiolas ou lanchasde Aicobaca,ponto terminal de navegacao a capim nativo.Nao ha campos heryados. vapor ate S.Joao de Araguaya e Conccicao de Araguaya,sao.clles conduzidos CULTURAS- Mandioca e cacaucirosj sendo a prineira a mais importante em bateles.gastando at S.Joao 35 dias c ate Conceiqao mais 40 dias.no A industria extractiva da borracha & a principal fonte de riqueza tepo das aguas baixas,noverao. donunicipio, Muito gado poderia ser exportado para Belem se menos difficil fosse o COEHElTAS-Nao ha dados para seconheccr ascolheitas de 1oo9c 1g1o",".. Naohacafceiros. Precos dos generas-Para dar uma idea do precode generos.pode ser citado CEREAES,ctcNao.cultivamcereaes.O arroz importado e vendido a 5oo o seguinte cxemplo uma sacca de sal que@comprada em Bclem por 3$000 reis o litro e milho importado a 3oo reis,no mereado niunicipal vendida cm S.Joao por 20$000 e cm Conceicio por 45$000 Naohafeiras. CANNA deassucar.seus productos-Um kilode asssucar custa Soo reisum litro de aguardente custa rsooonao ha tapaduras. COOPERATIVAS-Naoha. CALOR e frio-O calor comecaem Agosto cvaiate Dezembroo tempo mais frescovacdeJaneiro aJulho. CHUVAS-Comecam em Dezembro e vaoate Julho CONDICOESdesaudedapopulacaa-Prccarias. CONTABILIDADE- Nao ha. CRIACAOdo municipio-Nao ha criacaoexistem algumasvaceasc raros cavallos. E ProductosCarneepellesyigualmente procurados. Custo dos animaes-Um cavallo desellacustade 30$000a 40oo0o, de carga 100o0oum burrrodesella 500so0,de carga 20os000 nao ha animaesde aradonem bois carreirosum boi de corte custa de1oosooo a 2ooscooaumavacca leiteira produzmdo emmedia um a cinco litros de leite diarios custa 300$000.O litro de leite 0usta1$300. Carnes c toucinhoUm kilo de carne devacca,de porco ou carneiro, custa de1$200 1$500 kilo de toucinho custade 2$000 a3$0 Mantciga c queijo-.O municipio nao produz manteiga nemqueijo para negocioo queijo minciro custa 5$0000 kilo Aves-Uma gallinha custa 5$000a duzia de 0v0s2$000."
Curuçá,Nao ha prestamistas,"SALAR1oS-trabalhadorturalganlm 5Sooodiariosocosinheire ganh CONTABILIDADENAGI 6csooomeusacaaslavadeirasSoSooomcnsnesocarpintciro RlACAO.domunicipinCriamuicmentuideoscgallinacehmportando gfocodiariosnaohasadninisradoresnemwescrivacs defandn bovileos c'equdens, O.ealarlos sao.pagos e os contretos.cumpridos","I Qualidaden-Hlh bowregulrea cmferiorosNo geral atgillons Decquidcos--Communs alguasmistradas earenoss, mmicipio todoplnno.com Desuideosa.Communs mitos pantanos.Avegetiqaoerepreseutadapormuitanmtta Prodtctos=Curnedeporcoastallinllaasnomuiioprocurndas virgemtpotescapociras.cerradoac cmpos. Custo dasanimaes--Nohm cvalloadesellaosdecarga,ipor freysa cstradadeseringueiracomtoopescusta 50osoooa tndos,0stam0$000na0hnhu1t0ese11a0sd00u1ga 1cogoona.scleando.cm.contaaArcwque.clla.occupa. importadoscnstam30fooo4aohaanimaesdearadboi",Ao.mercadoldealsaolewadososgeneros pelosscus proprios arrcirouslehooodecortede1ocsoonnaoosooumturo productoresPelo transportefluvialpagam 20o rcis por15.kilos cata2oofooomvaccnleitciraproluzindocmnediacois de borracha ouura mereadori atea Capital do Fatada tres litromde leitedarioa custa de asosoonaooscooNa ha comnerciodeleite
Faro,Nao ha emprestimos. melhoresfructas:1aranjas.mangas.abios.ctc,"O trabalhador rural ganha 25000 diarios; o cozmheiro e a [55000 mensaes; O carpinteiro. 595060 diarios; não ha lavadeira, fazenda. Os | Entretanto quando ha trabalhador elle ganha 3$000 dianos. Um cozmheiro ganha 6oso0o mensaes, uma lavadeira, 409000 mensdes: um carpinteiro ganha de 109000 à 128900 diarios; não ha administradores nem escrivães de fazenda. Us","Qualidades-lstemunicipiopassueterrashaasregularese Debovideos-Zcbu c.commmm inferiores;orasaoargillosas,oraarenosas,oramisturadas A1 DecauidcosCommuns Haterrasplanas,momtanhosas,pedregosas.seceas e pantanosas. DoovideosComuns. Sua vegetncaoaé represcntada por muitas mattas virgens.capociras 1T DesuidcosCanmuns. e cerrados.havendo poucos carrascaes canpos Productos-Carne ecotros.egualmenteprocurados Precos-O preco das terras varia muitc,havendo porem,cerio o Custo dosamimaes-Um.cavallo de sella custa de rooSoo a200$000 dn tabelladoEstado. dc cargade&oSco a 1ooscoonao haburros desellade carga. TRANSFORTE-Para o mereado localnada pagampela twansporte psr win de aradobois de carro c de corteum touro custa de 120$000 fluvial pagam de2 a 1co reis por kilo. a 20n$00tmawa0ea.leiteira,produzindo quatro litros de leite diariscmmedia,dc30scoaa1sobolitrode leitecusta.de 20200reis Carnes e toueitihoUm kilo de carne de yaceaporco ou carneiro custa1Scoodetoucinho.1Sc Mantciga o oucijo-Nho ha pnra negocio. 49= CRIACAO-MantcigacqucijoNao.fazempara negocio.","Para 0 mercado local nada pagam; pela transporte por vith Austal pagam de 26 a Loe réis por kilo, RR AA ah eel É A ala dea alles” diem a — = = — di ===== PAGE 48 ===== E a me E ee TE a SS tra Ra = 48 — Gurupa preca rias: a! al (Os criadores € micas, jupostos- | Pagam do municipio à ou borracha, — ee am m ===== PAGE 50 ====="
Gurupá,"Atara usualdettaoanna.scndo raras astransaccoes. dagua,peixe,ctc.","Entretanto quando ha trabalhador elle ganha 3$000 diarios. Um cozinheiro ganha 60$000 mensaes; uma lavadeira, 40$000 mensaes; um carpinteiro ganha de 10$000 a 15$000 diarios; não ha administradores nem escrivães de fazenda. Os salarios sao pagos e os contractos cumpridos.","Qualidades-Ha terras baas,regulares cinferiores.O municipio Desuideos-Commins. na suamaior partc arcnoso, plano enxuto,aexcepcao de # Productos-Carne,eouro e gordura sendo a carne e a gordura os algumas illas que saa pantanosas.A vegetacao é representada por maisprocurados. muitamattavirgem,capoeiras.c alguns.campos. CriacaoCustodos animaes-Um cavallode sella 0usta400$000; Precos-Ua cstrada com 1oo pes de seringucira custa 5oosoooa de carga25osoooa3sx0nao ha burros desella nem de aradoe I:ooosooo.mais ou menos, variando.com oprcco da borracha ncm boi carrciro.Um burro de carga custa 2oosoooum boi de","Pagam do municipioa capital.So reispor kilode cacao c6rte,16$0a200$000um touro,250$000uma vaccaleiteira ouborracha. produzido.em media tres a quatro litros de leitediarios,300$000 40osoo.O litrode leite custa$ Carnes e toucinho-Um kilode carnedevacea ou de porco custa 1S30:detoucinho,2$00 2oosooovaccalcitcira,produzindo.emmedia.trcs.a-cincolitros"
Igarapé-Assú,"Naola.emprestimos. a12res.c o fcijao,de2540 reis.s mereados compradores","Cozinheiro, 30$000 a 40$000 mensaes; carpinteiro, de 6$000 a 10$000 diarios; não ha administradores nem escrivães de fazenda. Os salarios sao pagos e os contractos cumpridos.","Qualidades — De J argilloso, Ha terrenos alugados n Na Colonia Prata ¢ entre Peixe Dot € argillo-silicosas ; ha","Para o mercado local pag , pele transporte ferrovia rio ou fhuvial, de 10% 15 réis"
Igarapé-Mirim,"São raros 05 emprestimos. MADEIRAS: de lei — Acapiy, massaran [=p pão-rosa.","Um cozinheiro ganha 30$000 mensaes; wma lavadeira, 30$000 mensaes; um carpinteiro. sooo diarios; um administrador de fazenda, 1GeSooo mensacs | escrivães de fazenda não ha; o salario - do trabalhador rural, seja colono ou camarada, ¢ de 3¢000 a 4$coo diarios. Os","C Qualidades-DeJambu-assuate PcixeBci terrena e silico ARVORESfructiferas-Abacateiros,laranjciras.sapotiseiros,abieiros,cte argillaso Ha terrenos alagados nas baixadas do Rio do PeixeBoi sendoas fructas maisapreciadas abacateslaranjasesapotis. Na Colonia Prata c entre Peixc Boic Capanema as terrassao ALIMENTACAOda populagao-Alinenta-se regularmente,decarne,pcixe, argillo-silicosas haterras seccas dois kilometrosalemde farinha,arroz,feijao,ctc. LivramentoEm geral os terrenos sae planos Approximadanente, CAMPOSe pastos-Capim-canica e capim agreste.Nao ha campos hervados o municipio temmetade das terras emmattas virgens e o resto em CULTURASCanna,cacao,milho,arroz,feijao cmandioca,sendoas culturas capocirasccanpos.Ha poucos cerrados de canna ccacao asmais importantes Prccos-nhectarede terra boa,departicularescustade 5$000a COLHFITAS-Ascolheitassaovendidasbenefciadasasdecereaessao 1osooo.cdoEstado,1$00. beneficiadas por processos rotineiros as da canna em engenho","Paraomercado localpagao litrode cereal de6a Srse a vapornao ha dados sobre as colheitas de 19o9 c 19to. pel transporte ferroviario ou fluvial.de loa 1s reis, CEREAS.ctc.-O custode produceao de cada litrode cereale de 15o reis c preco de venda e de 3oo reis,Saomercados compradores"
Irituia,"Saotarososemprestimos. Estrangeiros=Ha algunsportuguezes,cm boas condicoes cconomican, usam processos cuituraes-communs pao-rosa.: AGCASsuperficiaes-RiosIritua,Matuty cMac do Rictodospermanentes","Um cozinhciro ganha 30$000 mensaesumalavadeira,30$000 CANNAdeassucar-SeusproductosNao ha mensacsum carpinteiro.s$000 diariosyumadministradorde COOPERATlVASHa umsyndicato agricola que dizememprosperidadc fazenda.icesooo mensaescscrivaes defazenda nao hao salario CALQR efrio-O tenpomais quente comeca cmJulho eo mais freseo em do trabalhador rural.scja colano ou.camarada.e de3$000a Janeiro. 4ScoodiariosOs salarios sao pagosc os contractos cumpridos.","Qualidades-Nomunicipio predominam as terras boase regulares, CONDICCESdesaude dapopulacao-Saofortesccorados scnlogeralmente planaseargillosas nanaior partearenosa5 CONTABILIDADE-Nao ha misturadas.pedregosas c pantanosas em pequena parte.Avege tacao e representadapormattasvirgens.capoeirasccampos. CRlACAOdounicipio-Criam cm peqaena escala bovideos,cquideos suidcos Naohacarraseaes. cvidcos sendo a maiimportante ados.bovieos. Prccas- preco das terras conforme a tabella doregulamentodo O De hovideosConmuns. Estado, Decquidcos-Communs,","Os ccreacs sao transportadospelospropriosagricultores Deovideos-Communs. para omcrcado localpagam de frete por frasqueira de aguardente Desuideos=-Coumuns. para o mercado da capital 5co rcis c por kilo decacao,10 reis. Productos-Carneecriasscndomaisprocuradasoproaucts dos bovidecs. NOIA Cnsto dosanimacsLm cavaliode sella custae 4ooSo a soSoao maisde carga.ocscoonao ha burrosde sella nem deearga Existen no mtnicipio dez engenhos awapor para a iabricacao de aguardente, um boi dearado custa de e00$00a 3oosoooboi carreirocustade muitos outros forain abandonados devido ao alto preco da borracha. 2$ a 300$000de corte.de15$20S0mt0u1d0 00$000 a 5osooo uma yaccaleitcira.produzindocmmcdia.de dois a tres litros de leitediarios,custade 5oSoco a 2eoSo. Olitrode leite custa.sooteis."
Itaituba,Nao ha muitosemprestimosa taxamais usada de 1ao anno liervados.,"©) trabalhador rural ganha de 4s javadeiras cobram por pega de rotipa, à cosinheiros ; joo réis; um carpinteiro ganha joscoo diarios; não ha administrafazenda. Os","Qualidader-O municipiotem terras uuito bons e Tegulares cm grandequantidade,assimcomoalgumasinfcrioressendo Detuialeos--Commums. F Productos-Carnc,couras,ctc.sendoacarne omaisproeurado argillosas,arenosas e misturadasHaplanas emontanhosas.A Custo dos animaes-Nao ha cvallosde sella os decarga custam vegetacao e representada poruuitas mattas virgens.capoeiras. 2sxburrodesella.500so00dccarga,40$000na0ha cerradose canpos. nnimacs deardoboi carrciro custa25asooodecorte.t60$000 Precos-Opreco das terras emuito variavelUma estrada com Ioo touro.2ocsooguma vacca leitcira produzindotres litros de leite pes deseringueirascusta 50oso00 a 10oosoo diari52. lirodeleite custa1Sooo TRANSFORTE-Para o mercado local osgeneros saoconduzidospelos Carnes e toucihho-Um kilode carne devacca 0usta1$500de porco. propriosproductorespara o mereadode Belempagam raoreis a ou canciro.asoootoucinho 0stn$000 kilo. 150 reisporlitracu kilo. Maneigaequcijo-Naoha Aes-Umgallinha 0uata7$000du1ade0v0s,3$0 Molestias-Febrcmpregam creoliaevinagre para combatel-as -61= CRlACAO-Manteigaequeijo-Omunicipio naoproduzmanteiganemqueijo",Para O mercado local os generos são conduzidos pelos proprios productores; para o Tm reado de Belém pagam poo reis à 150 réis por litra ou leila. a a i a a a a ee e — e
Macapá,"A taxa usual e derao anno,havendo poucastransaccoes andrequicccanarana ecapim salgado. MADElRASdc leiAcariuba.pao ferrojacaranda.acapu,massaranduba,pao CULTURAS-Cultivamandioca,fumo,milhoctc.a culturamas.importante anarello,pao roxo,louro,ctc eadamandioca.","trabalhador rural ganha 3$000 diarioso cozinheiro,30$000 mcnsacsalavadcira,2osooomensaescarpinteiro,10$000 CO.NDICoESdesaudeda populacao-Saofracosmuitoatacadospelo diariosNaohaadministradoresnencserivaesdefazenda inpaludismo eaberi.beri. Os salarios sao pagos c cs contractos cumpridos","QualidadesOmunicipio de Macapa temterras boas,algumas CRlACAOdo municipioCriam unicamente gadovaceim reguiares.Em geral sao argillosas,algumas misturadas e poucas + DebovideusCcmmuns arenosasTodo o municipio e mais ou menos plano ha muita Productoa-Carneecouro. pantanosa.Avegetacao erepresentada por muita mattavirgem, Custodosanimacs-=Um caallode lla custade 25oooa3oSoo poucascapoeirasecampos. c maisdearga.2cosooao ha burrosde scllanemde carga Precos-precodas terrasvaria segundo os numeros descringueiras nen animaes de arado ncm bois careirosum boi de corte custa de quecontemtegulando.de 500$000 a 1t000$00 por cstrada de 170soooa190sooum touro,20oso0umavacaleiteira,produ scrinueirascomToopes. zindo cm mdia quatro litro5deleite diarios.custa 120$000.","Para omercado local maofoi possivelavaliar o transporte Olitrodeleite.1Sooo. por via fuvial pagam ate Belem,+5ors.por kilo de borracha Carnesc toucinhoO kito de carne devavea.porco ou carneiro.custa 1S20oFn5o hatoucnho. AvesUma gallinba custa3scooadnzia de ovos1soo MOLESTlASda populacao-Febres palustres c beri-beri."
Mazagão,"Pagam a taxa de 11"" annuaes, ravendo poucas transaccacs","Um trabalhador rural ganha s$000d1a110s cozinheiro,5osooo mensaesa lavadcira.4osooo mcnsaeso carpinteiro.0$000 diarios, farinhasd'agua Nao haadmimistradores nem escrivaes de fazendaOs salarios sao CAMPOS.epastos-Naoha pagos.c.cs contractoscumpridos.","Qualidades-Boas.regulareseinferioresno geralargillosas, CoLHElTAS-Naoha planascom unitospantanos.A vegetacao.erepresentada por muta CEREAES.ctc.--Naoha matta virgem e poucos cerrados, CANNAde assucar-Seus productos-Cmkilode assucarcustaGooreisum Precos-E muito variavel.o preco das terras. A area que conta litro de aguardente,ISzoonao.la rapaduras. 100 pes de seringueiras custa S00$000 a 1c0oSo00 COOPERATIVAS-NAoIL","Pagam pelo transporte fluvial.1oa reis por kilede borracha ateBelem. em.Janeiros CHUVASComesacmJaneiroc vaoateJunho CONDICOESdesandeda populacao-Fracos CQNTABILIDADE-Naoha CRLACAO do muuicipioNao ha,salvo gallinhas. Custodosanimacs-Nao haanimal alguma naoser hoi de corte que custn1Soscoo. Carnes e toucinhoO kilede carne custa oa nao ha toueinho Aves-Lma gallinha custa 4$000u21ade ovos1S2oo. Molestias-=Naohaoriacno. CUSTOdos tecidos-Os.presossaomito variaveis. XPORTACAO e inportacaoExporta hortacha iporta de tulo o ouc precisa. ESCOLAS-Haescolasunicipaes.primarias FABRICAS-Naoha. FARINHA demandoea efeijao=-=O litro de fnrinha de andioca custa 50 ris c feijao.de Goo a 70o ris o liro esses generos sa juportados. HYPOTHECASNoha HABITACOES-Pancosaiubres INSTRUMENTOSagricolasFoices.machados e tercados ou facoes LkOS--Pagamaaxaderannuaes.havendo peucas.transaccdes. louro.ete: MINAS-Nao ha CRIACAO-Molestias-Comntns."
Marapanim,"Nao ha emprcstimos a 1avoura CULTURAS-Mandiocamilhofumo e arroz,sendoa cultura da mandioca","Trabalhador rural ganha dc 2ooo a 3$000 diarioscozinheir, CRIAAO do municipioSo ha abundante.a criacaode suideos c gallinaceos de 2s$000a 30$000mensaes1avade11as trabalhampor empreitadas; poncogardoyaccum carpinteiro.de 8soco at0$000d1a110sna0ha adiministradores Dehovideos-Cammuns. nemescrivaes de fazenda.Os salarios sao pagos cos contractos","C OtalidadesNasproximidadesdorio-Marapanim,alemda Desuideos--Communs. confluencia com.o Mahias terrassaosilico-argillosas c vao assim ProuctosCarnede porco,principalmente. ateomunicipiodeIgarapAssualeudavillaMatapiquara. Custodos animaes-Naoexistcm bonsanimaescavallo de carga No baixo Marapanim as terras sao cm sua tnaioria argillo-silicosas custa 200$000na0ha burrosde seliancmde.carga nem dearado enas praias existem grandesextensocsarenosas.Haferrenos boicrrciro,de20$025$00decrtc,d0150$000a200$0 pantanosos apenas em algumas baixadasdos rios Marapanim e touro,2cosooorarissimas saoas vaccasde leitea media do leite Caripy.Asterrassao cm geral planas,etade talvez cstao occupadas diariamenteproduzidoe de dois a quatro litros e nao tem procura por attas virgens e o resto por capociras evcerrados. uomercado. Prccos-U heetare de tcrra boa custa de2ooo a 8soo Carnee toucinho-Okilo de carne devacca custa de 1$200a 1$500","Um litroderereal paga de transporte para o mercado local, deporco.1s5oode toucinho,iSso. de o a 1 reispara forado municipio,de 15 a 2o reis Manteiga equeijo-Naoproduz. AvesUma gallinha custa de 1$80 a a$000a duzia de ovosde 800101s1$200 CRIACAOCustodosanimaes-Um cavallodesella custade 30osooo a 4oosooo"
Maracanã,"Nio ha.cmprestimos. finaraoriunda 4omnicpio,&vedidaa sooreiso lit MADElRAS.de lei-Acapu.jarana,massaranduba,piquiacedro e pao anarello COOPERATIVAS-NRoha","Um trabalhador tural ganha de 18500 a 35000 diários, um. uma lavadeira, de 158000 | cosinheiro, de 159000 a 205000 MENSães , Jt 5 mensaes, um carpinteiro, de 58000 a 68000 diarios; não. de fazenda. Os",Qualidades — São boas as,"Paga-se de cinco à litro de productos agricolas. so réis. a ha administradores, nem escrivães cumpridos. ns e capotiras a maior parte. hoa custa 18200 4 59000. jo réis pelo transporte fluvial de um Para o mercado local pagam de go gt a oe ===== PAGE 69 ===== == O == Melgaço não ha agricultores, mas extra-"
